Date,VPI,EuropeanUnioncurrentcompositionManufactureofelectricalequipmentAssessmentoforderbooklevels,EuropeanUnioncurrentcompositionManufactureofelectricalequipmentAssessmentofexportorderbooklevels,EuropeanUnioncurrentcompositionManufactureofelectricalequipmentSellingpriceexpectationsforthemonthsahead,EuroareaManufactureofelectricalequipmentConfidenceIndicatorQ2Q4Q53,EuroareaManufactureofelectricalequipmentAssessmentoforderbooklevels,EuropeanUnioncurrentcompositionManufactureofelectricalequipmentAssessmentofexportorderbooklevels,EuropeanUnioncurrentcompositionManufactureofelectricalequipmentSellingpriceexpectationsforthemonthsahead,EuroareaManufactureofelectricalequipmentConfidenceIndicatorQ2Q4Q53,EuroareaManufactureofelectricalequipmentAssessmentoforderbooklevels,EuroareaManufactureofelectricalequipmentAssessmentofexportorderbooklevels,EuroareaManufactureofelectricalequipmentSellingpriceexpectationsforthemonthsahead,GermanyManufactureofelectricalequipmentAssessmentoforderbooklevels,GermanyManufactureofelectricalequipmentSellingpriceexpectationsforthemonthsahead,EuropeanUnioncurrentcompositionManufactureofmachineryandequipmentn.e.c.Sellingpriceexpectationsforthemonthsahead,EuroareaManufactureofmachineryandequipmentn.e.c.Sellingpriceexpectationsforthemonthsahead,EuropeanUnioncurrentcompositionConstructionconfidenceindicator5,EuroareaConstructionconfidenceindicator5,GermanyConstructionconfidenceindicator5,INDU.EU.TOT.6.BS.M,INDU.EA.TOT.6.BS.M,INDU.DE.TOT.6.BS.M
2016-11-01,95.6,-12.5,-15.9,-3.2,-4.3,-11.2,-15.9,-3.2,-4.3,-11.2,-14.2,-2.3,-4.2,-0.1,1.3,1.8,-11.7,-12.2,1.9,3.9,3.9,4
2016-12-01,95,-11.4,-14.3,-0.5,-7,-11.1,-14.3,-0.5,-7,-11.1,-13.1,0.6,-2.3,1.5,1.2,1.7,-11,-11.9,2.1,3.4,3.4,2.6
2017-01-01,95.6,-6.7,-10.3,2.9,-3.3,-6.6,-10.3,2.9,-3.3,-6.6,-9.8,3.5,4.5,5.8,4.3,4.9,-10.1,-10.6,5.5,4.3,4,2.8
2017-02-01,95.1,-7.2,-8.3,2.7,0,-6.6,-8.3,2.7,0,-6.6,-6.9,2.8,1.4,4.7,10.1,10.6,-10.1,-10.6,5.1,7.3,7.2,8.4
2017-03-01,95.6,-1.8,-6.4,8.6,6.8,-0.5,-6.4,8.6,6.8,-0.5,-5.4,9.5,14.1,12.9,8.2,8.4,-7.7,-8.2,4.9,7.9,8.1,11.5
2017-04-01,95.8,-3.6,-6.5,9.1,5.4,-2.5,-6.5,9.1,5.4,-2.5,-4.9,10.7,9.2,12.5,7.8,8.2,-6.7,-7.3,8.9,8.6,9,13.2
2017-05-01,96.2,4.6,2.9,8.3,7.5,5.9,2.9,8.3,7.5,5.9,4.9,9.5,15.6,10.4,4.9,5.3,-4.4,-4.6,10.9,8.5,8.8,12.2
2017-06-01,96.2,1.3,0.4,4.9,4,2.7,0.4,4.9,4,2.7,2.4,6,19.5,9.5,5.6,5,-3.3,-3.8,10.3,9.1,9.4,13.7
2017-07-01,96.5,5.6,6.2,-1.2,5.8,7.2,6.2,-1.2,5.8,7.2,8.7,-0.1,22.8,-0.1,5.7,5.1,-2.2,-2.5,13,7.2,7.4,10.4
2017-08-01,96.9,11.5,5.9,3,9.1,14.4,5.9,3,9.1,14.4,8.7,4.8,31,5.6,5.3,5.3,-0.8,-0.8,12.3,7.9,8.2,9.9
2017-09-01,97,11,6.5,4,13,13.2,6.5,4,13,13.2,9.1,5.6,31.2,9.4,5,4.9,-1,-1.4,12.3,8.5,8.5,8.5
2017-10-01,97,11.5,10.3,6.2,11.6,12.1,10.3,6.2,11.6,12.1,11.8,7.5,24.7,9.1,6.4,7,0.4,0.1,11.6,10.2,10.1,11.8
2017-11-01,96.9,11.1,2.8,5.3,8.7,12.6,2.8,5.3,8.7,12.6,4.5,7.5,25.9,11.7,7.4,7.7,1.2,0.9,10.8,8.8,8.9,11.4
2017-12-01,96.5,18.1,7.7,7.9,9.5,19.8,7.7,7.9,9.5,19.8,9.6,9.8,35.3,18.9,14.1,14.7,2.4,2.4,12,11,11.1,11.6
2018-01-01,96.9,13.6,7.5,13,9.2,15,7.5,13,9.2,15,10,14.2,26.6,23.2,18.5,18.4,3.4,3.7,12.3,11.4,11.4,15.4
2018-02-01,96.4,15.9,9.2,11.1,16.1,19.1,9.2,11.1,16.1,19.1,12.3,11.6,36.7,14.9,19,19.5,4.6,4.8,13.5,11.7,12.1,14.2
2018-03-01,96.7,11.1,8.9,13.6,13.5,12.8,8.9,13.6,13.5,12.8,11.8,15,26.5,21.8,12.8,12.8,4.3,4.5,14.9,11.4,11.2,13.8
2018-04-01,97.2,13,7,8.8,11.3,15.5,7,8.8,11.3,15.5,10.1,9.5,28.1,12.6,12,12.8,5.2,5.7,15.8,10.9,10.8,13.6
2018-05-01,97.5,13.4,8.9,12.1,12.2,15.8,8.9,12.1,12.2,15.8,11.8,13.8,28.9,20.7,11.6,11.8,5,5.2,17.2,10,10.3,15.5
2018-06-01,98.2,13.1,9.1,13.5,12.3,15,9.1,13.5,12.3,15,11.3,15,27.1,16.3,8.7,8.8,6.2,6.6,17.3,10.5,10.8,12.8
2018-07-01,98.3,11.4,7.9,6.7,8.2,13.9,7.9,6.7,8.2,13.9,9.9,7,29.3,12.1,8.1,8.4,4.6,5,16.5,11.1,11.5,14.9
2018-08-01,98.7,12.8,5.4,6,7.8,14.6,5.4,6,7.8,14.6,7.1,6.5,27.8,11.5,8.8,8.9,5.7,6.4,20.4,11.4,11.2,15.9
2018-09-01,98.8,13,4.4,8.6,7.2,15.2,4.4,8.6,7.2,15.2,6.7,9.6,29.5,17.9,10.2,10.5,6.9,7.6,18.8,11.9,11.8,15.9
2018-10-01,99,10.7,4,6.9,8.5,12.3,4,6.9,8.5,12.3,6,7.5,23.3,14,8.7,8.6,7.7,9,18.7,11.8,11.7,16.5
2018-11-01,99.1,0.6,-4.3,7.5,0.8,1.3,-4.3,7.5,0.8,1.3,-3.9,8.3,9.9,13.8,9.4,9,7.6,9,20.8,10.9,10.6,14.1
2018-12-01,98.5,4.9,-5.1,9.2,-0.8,6.6,-5.1,9.2,-0.8,6.6,-4.3,10.2,21.8,18.9,14.5,14.1,8.2,9.9,20.8,12.3,12.4,16.6
2019-01-01,98.5,0.4,-8.9,10.6,-4.7,0,-8.9,10.6,-4.7,0,-9.3,10.9,13.3,24.4,19.3,19.3,6.8,7.9,19,12,12.1,20.5
2019-02-01,97.7,-1.6,-6.2,13.9,-1.5,-0.6,-6.2,13.9,-1.5,-0.6,-5.5,14.6,12.1,25.4,20.3,20.2,7.4,9,17.7,10.8,10.4,18.1
2019-03-01,98.1,-1.5,-5.1,12.8,-4.5,-0.8,-5.1,12.8,-4.5,-0.8,-4,13.9,8.9,22.4,12.9,12.4,7.1,8.3,17.5,8.8,8.5,12.1
2019-04-01,98.5,-7.1,-12.9,8.8,-6.2,-7,-12.9,8.8,-6.2,-7,-12.9,9,-0.4,11.6,9.8,9.5,7.2,8.7,18.6,6.7,6,10.2
2019-05-01,99.4,-9.5,-12.7,6,-7.9,-9.3,-12.7,6,-7.9,-9.3,-12,6.9,-7.8,12.6,6.9,7.2,6.2,7.6,19.6,4.8,5.2,6.4
2019-06-01,99.6,-6.8,-13.6,4.1,-6.3,-6.5,-13.6,4.1,-6.3,-6.5,-13.5,4.3,-4.7,11,1.9,2.1,4.8,5.9,18.2,5.9,6.3,8.9
2019-07-01,99.9,-14,-18.5,1.2,-11.5,-14.8,-18.5,1.2,-11.5,-14.8,-19.9,1.1,-14.3,7.2,1.3,1,6.3,7.7,16.9,3.9,3.4,5.9
2019-08-01,100.3,-16.7,-14.6,0.2,-15.6,-19.3,-14.6,0.2,-15.6,-19.3,-15.6,-0.3,-24.2,0.5,1.2,0.6,4.9,6.4,18,2.7,1.9,2.5
2019-09-01,100.2,-19,-25.1,-1,-11,-20.1,-25.1,-1,-11,-20.1,-26.2,-1,-22.6,-1.1,0,-0.2,4.3,5.6,15.6,3.6,3.2,2.5
2019-10-01,100.2,-19.8,-20.4,3.4,-12.7,-20.5,-20.4,3.4,-12.7,-20.5,-20.1,3.2,-25.7,5.2,-0.6,-0.5,3.8,5,13.1,2.2,1.7,1.1
2019-11-01,100.2,-20.7,-23.4,0.5,-15.8,-22.5,-23.4,0.5,-15.8,-22.5,-24.5,0.2,-26.9,-0.9,1.5,1.1,4.7,5.6,13.8,2.7,1.8,2.4
2019-12-01,99.5,-20.7,-23.3,-2.4,-19.5,-22.6,-23.3,-2.4,-19.5,-22.6,-24.8,-2.6,-25.8,-1.2,6,6.2,3.8,5.1,12.6,2.6,1.9,3.5
2020-01-01,100,-22.3,-23.2,4.2,-19.5,-24.8,-23.2,4.2,-19.5,-24.8,-25.3,4.2,-33,7.9,11.2,11.4,4.7,6.5,13.7,3.8,3.1,4.4
2020-02-01,99.8,-24,-25.8,7.6,-12.4,-25,-25.8,7.6,-12.4,-25,-26.2,8,-34.3,10.1,10.5,10.2,4.6,5.9,14,5.6,4.8,5.1
2020-03-01,100.1,-23.1,-24.8,3.8,-10.7,-24.3,-24.8,3.8,-10.7,-24.3,-24.7,3.7,-26.6,5.4,8.4,8.7,4.2,5.9,13.3,5.5,4.8,4.7
2020-04-01,100.3,-18.5,-21.5,0,-15.4,-20.2,-21.5,0,-15.4,-20.2,-22.3,1.1,-17.8,7.1,0.6,-0.1,-1.3,0.1,9.1,0.4,-0.9,0.3
2020-05-01,100.4,-31.6,-31.5,-7.2,-34.7,-32.8,-31.5,-7.2,-34.7,-32.8,-31.8,-7.5,-15.5,2.2,-10.3,-9.5,-22.8,-20.7,0.8,-9.7,-9,-4.9
2020-06-01,100.4,-49.6,-54.5,-9.2,-30.8,-52.2,-54.5,-9.2,-30.8,-52.2,-56.2,-10.2,-36,-4.6,-8.1,-8.5,-21.2,-18.7,-1.1,-9,-8.7,-5.4
2020-07-01,100.5,-52.7,-52,-3,-28.8,-55.2,-52,-3,-28.8,-55.2,-53.7,-2.9,-45.6,-1.4,-6.1,-7.1,-14,-11.6,0.5,-4.1,-4.2,-3.8
2020-08-01,99.7,-39,-44.2,2.3,-15.5,-40,-44.2,2.3,-15.5,-40,-43.8,2.8,-33.8,5.8,-5.4,-5.9,-12.6,-10.7,0.4,-0.1,-0.3,0.5
2020-09-01,99.7,-31.5,-35.4,0.5,-14.5,-31.2,-35.4,0.5,-14.5,-31.2,-33.7,1.3,-24.9,2,-3.2,-3.9,-11.9,-10.1,-0.5,0,-0.8,-0.1
2020-10-01,99.7,-35,-39.5,3.8,-9.5,-35.8,-39.5,3.8,-9.5,-35.8,-39.3,4.6,-35.3,6.6,-1.8,-2.8,-9.1,-7,2.7,0.6,-0.3,2.3
2020-11-01,99.9,-24,-24.4,-3.5,-6.6,-24.7,-24.4,-3.5,-6.6,-24.7,-24.3,-4.5,-22.6,-1.8,-2,-2,-8,-5.8,1.5,2.4,1.7,3
2020-12-01,99.7,-18.2,-20,0.8,-7.9,-16.5,-20,0.8,-7.9,-16.5,-17.7,1.1,-13.6,5.2,1.1,0.3,-7.9,-5.9,0.3,2,2,3.6
2021-01-01,99.8,-18,-19,5.9,-4.4,-17.9,-19,5.9,-4.4,-17.9,-18.2,6.2,-10.9,9.3,9.5,9.1,-7.3,-5.3,2,6.9,6.8,8.5
2021-02-01,101,-9.1,-11.8,11.7,6.3,-8.3,-11.8,11.7,6.3,-8.3,-10.1,11,-5.7,13.8,12.7,12.1,-6.5,-4.2,1.6,8.7,8.1,11.9
2021-03-01,101.6,-1,-6.6,17.3,9.7,1.1,-6.6,17.3,9.7,1.1,-5.3,17.8,8.5,22.2,10.9,10.5,-5.9,-3.7,0.1,13.3,13.1,16.1
2021-04-01,102.1,12.5,9.6,22.6,20.9,17.3,9.6,22.6,20.9,17.3,12.5,23.6,28.1,31.6,17.6,17.1,-2.4,0,2.3,19,19.3,26.1
2021-05-01,102.4,19.8,12.6,30.2,22.6,24.1,12.6,30.2,22.6,24.1,16,32.3,33.6,41.3,18.3,17.4,-0.3,1.9,2.7,23.3,24.4,32.2
2021-06-01,102.6,19.8,16.7,37.8,19.8,23.1,16.7,37.8,19.8,23.1,19.6,40.5,33.9,46.3,31.4,31.6,1.5,3.5,3.8,29.8,30.9,37.5
2021-07-01,102.9,27.5,22.6,50.6,25,31.6,22.6,50.6,25,31.6,26.5,53.2,43.3,64.8,39.8,39.9,3.4,5.2,5.4,35.7,37.3,45.8
2021-08-01,103.4,32.9,21.9,45.4,29.5,38,21.9,45.4,29.5,38,25.8,47.9,52.8,57.6,38.9,38.9,2.9,4.4,6,35.4,36,44.9
2021-09-01,103.5,34,28.3,44.9,31.4,39.9,28.3,44.9,31.4,39.9,32.4,46.9,56.6,60.8,42.7,43.2,3.9,5.5,6.4,35.7,37,47.9
2021-10-01,103.8,30,24.8,42.9,29.3,34.5,24.8,42.9,29.3,34.5,28.3,45.1,52.1,54.7,41.7,40.9,6.6,8.6,9.4,36,37.1,47.6
2021-11-01,104.3,30.7,19.7,47.2,23.2,35,19.7,47.2,23.2,35,22.8,50,50,57.5,43.5,43.1,7.3,9.1,10.2,39.5,40.9,49.6
2021-12-01,104.5,32.5,24.3,53.2,21.2,37.5,24.3,53.2,21.2,37.5,28.2,55.9,59.5,66.3,54.2,54,7.9,9.8,12.1,47,48.6,55.4
2022-01-01,104.7,30.3,22.6,57.3,19.6,34.5,22.6,57.3,19.6,34.5,26.6,59.5,54.6,65.5,55.9,56.4,8.3,10.3,11.5,45.3,47.1,55.8
2022-02-01,105.2,33.5,24.6,61.7,24.4,37.6,24.6,61.7,24.4,37.6,27.9,64,61.1,71.7,51.7,52.3,7.3,9.2,9.4,45.5,46.4,55.6
2022-03-01,106,33.1,21.7,58.5,26.2,37.8,21.7,58.5,26.2,37.8,24.5,60.6,63.8,71.9,47.7,48.2,8,10.1,12.5,47.7,48.9,57
2022-04-01,108.1,34.7,23.7,66,23.3,38.1,23.7,66,23.3,38.1,25.7,68,67.1,78.9,55.2,55.3,6.7,8.6,8.4,55.2,56.9,67.1
2022-05-01,108.8,34.6,25.7,59.4,20.2,38.8,25.7,59.4,20.2,38.8,27.9,60.6,65.8,71,62,62.3,4.2,6.2,5.1,58.3,60.7,73.6
2022-06-01,109.8,26.9,13.3,65.3,16.1,29.5,13.3,65.3,16.1,29.5,14.4,67.4,54.3,77.6,57.9,58.2,4.3,6.5,6.2,54.8,56.8,67.7
2022-07-01,109.8,27.2,20.6,61.2,14.4,30.4,20.6,61.2,14.4,30.4,24,63,50.9,72.2,55.8,55.3,1.3,3.2,5.4,50.2,51.6,59.9
2022-08-01,110.3,27.9,20,57.1,9.4,32,20,57.1,9.4,32,23.3,59.4,57.6,70.8,48.5,48.6,0.7,3,1.2,44.8,46.1,55
2022-09-01,110.7,23.5,16.4,52.6,9.2,27.4,16.4,52.6,9.2,27.4,19.6,54.5,55,70.1,44,43.3,1.8,4.3,1.9,43,43.9,51.9
2022-10-01,112.7,13.8,10.1,57,1.9,17.1,10.1,57,1.9,17.1,12.5,58.6,38,74.4,48.4,49.5,-0.4,1.7,-2.7,47,48.6,61.2
2022-11-01,113.5,14.8,11.3,48.9,-0.9,16.9,11.3,48.9,-0.9,16.9,12.8,49.5,40,58.8,49.3,50,0.5,3.2,-3.3,43.1,44.3,55.1
2022-12-01,113.7,9.6,6.3,52.3,-4.2,11.7,6.3,52.3,-4.2,11.7,8,53.2,29.5,66.3,51.1,50.5,0.1,2.7,-2,39,39.6,51.6
2023-01-01,113.2,7,4.4,45,-4.3,8.9,4.4,45,-4.3,8.9,6.2,44.3,30,50.4,51,50.9,0.5,3.4,-2.7,36.3,36.8,41.5
2023-02-01,114.3,10.7,5.7,48.9,3.2,14.1,5.7,48.9,3.2,14.1,8.1,50.1,30.8,57.1,45.5,44.6,-1.7,1.2,-2.1,30.2,30.6,35.7
2023-03-01,115.2,9.6,3.1,38.4,4.6,12.9,3.1,38.4,4.6,12.9,5.8,38.8,25.8,48.5,32.9,32.4,-1.8,1.4,-4.4,22.9,22.8,24.4
2023-04-01,116.1,3.8,2.2,29.3,-1.1,7.7,2.2,29.3,-1.1,7.7,6,29.9,12.7,37.9,24.1,23.7,-2.2,0.8,-4.9,17.6,17.7,19
2023-05-01,116.6,2,-2.5,19.4,-5.5,5.4,-2.5,19.4,-5.5,5.4,-0.5,19.3,9.7,23.6,19.3,19,-2.3,0.7,-6.3,11,11.5,14.6
2023-06-01,116.5,0.8,-2,13.4,-9,2,-2,13.4,-9,2,-0.7,12,2.1,14.8,15.9,15.1,-2.9,-0.4,-7.9,6.6,6.5,8.8
2023-07-01,116.5,-6.2,-9.6,7.9,-12.9,-4.1,-9.6,7.9,-12.9,-4.1,-7.9,8.5,-1.2,14.9,12.8,11.9,-5.2,-2.6,-12.8,4.5,4.3,6
